Text,Sentiment
i really wanted to like this mouse as it lightweight and cute but it not worth it when the mouse charge dies quickly and since it not compatible with my macbook can use it while charging since have to use the same adapter for both sensor and charging also lights stopped changing colors and you can set to one color ,5
i started using this keyboard and it was perfect until hit the spacebar the spacebar makes rattling noise when you even touch it at all you don even have to press it down it unavoidable to make this sound no matter how gingerly you press the key unless this was single unit problem this design is garbage as silent keyboard ,1
i use this set for my work office work remotely and am in meetings all the time and this headset is very comfortable and works great my wife and dogs are in the house and the noise cancellation works great obviously not for the microphone when you aren on mute great buy recommended to co worker and you as well ,5
i was looking for replacement mouse as my old mouse stopped working properly when ordered this first received mouse that did not work properly it went into sleep mode every few seconds requiring me to switch it off and back on in order to work again for few seconds contacted the company and they sent me replacement which works perfectly ,1
initially was pleased with the feel and performance of this mouse it is lighter and slimmer than the typical usb wireless mouse and it worked well however after about two weeks the scrolling wheel became erratic and it stopped working altogether today bit more than three weeks in use as result the mouse became essentially useless and am returning it ,5
it charged within an hour or two out of the box like the lightweight slim feel of the mouse the storage of the usb clip is secure and pretty easy to get in out while it not important like the changing colors of the lights inside the mouse just fun feature so far it works great for the inexpensive price ,1
it not damaged the cord isn messed up but bought it and today it already done lol if connect it the sound doesn fully come through like as if you have to keep adjusting the cable like an old school broken ipod the mic isn working bc of this terrible would have rather bought another brand same price don buy ,5
it works fine the lights are little dim but that not big deal for me really wanted it because it looked cool it wireless and my old key board was pretty noisy this one looks cool but it just as noisy an english teacher and use the computer during study hall it still makes lot of noise in quiet room ,5
just received it yesterday but have already been using it to listen to music out in the patio the music is so crisp still need to adjust the settings on my phone to make sure get my moneys worth with quality have yet to test the range but was about away with wall in between and music was still going ,1
keys are very clickety loud and the space bar literally squeaks battery charge doesn last long and cuts out completely with no warning is not functional while charging plugged into the computer otherwise suppose it functional backlighting is nice to have though sure it drains the battery more quickly no obvious way to turn that feature off when not needed ,1
my first jbl speaker and plan on buying more after purchasing this one the battery on this thing is amazing excellent sound as expected from the jbl brand and great sound for the size phone always connects easy and charges it fast as well just want to buy more because hear jbl speakers connect fast and easy with one another ,5
needed wireless mouse for work laptop and this mouse gets the job done the price is very affordable and the product came very fast was pleasantly surprised by how quiet the clicking sound that should come in handy during the early mornings work days would recommend this mouse if anyone is trying to find something for their macbook usb port ,1
needed wireless mouse for work laptop and this mouse gets the job done the price is very affordable and the product came very fast was pleasantly surprised by how quiet the clicking sound that should come in handy during the early mornings work days would recommend this mouse if anyone is trying to find something for their macbook usb port ,1
purchased two connection between the speakers is good but the bluetooth connection between the source is by far the worst have ever had constant clipping does not matter if ft apart or lot of sound when connected but will drive you crazy with the clipping not worth the money not even worth half the price do not buy my mistake ,5
so my jbl ve owned for about less than month now and now the speaker itself doesn charge at all the cords work with other devices just not the speaker assume jbl uses bad batteries for their devices regardless this is unacceptable for portable speaker at that price tldr just bought the speaker this month battery already having issues charging,5
straight out of the package had issues but figured would hold on the mouse does not move smoothly cannot click on things and then the mouse would move only intermittenly then it would stop and would have to jerk it around and now it has just stopped just upgrade spend little more on logi mouse and it is worth it ,5
straight out of the package had issues but figured would hold on the mouse does not move smoothly cannot click on things and then the mouse would move only intermittenly then it would stop and would have to jerk it around and now it has just stopped just upgrade spend little more on logi mouse and it is worth it ,1
super cute for an easy cheap alternative to gaming headset the sound quality is definitely not bad for the price if the game is loud enough noise surrounding you is practically canceled but not completely mute id say good for kids and good for quick need of headset in pinch headband is bit flimsy but definitely lasts for good while ,1
the headset itself is pretty but it big on my head without the ability to adjust the lights on mine don turn on no matter what do the sound quality isn bad it just isn loud at all even at the highest setting still use them for horror games but if you like your games loud wouldn recommend this headset ,5
the mid and high range is bit lower than expected however the bass levels help compensate to deliver good sound this is fantastic for the back patio and beach battery life span ha snot been fully tested but in uses has thus far drained my cell phone faster than the speaker the port in back can help charge as well,5
the mouse is slim and lightweight love the way that the inbuilt led light in the mouse changes its colors it is very easy to install the mouse on the laptop the day bought the mouse have been using it without charging the battery for days after surfing the mouse on amazon thought found the right mouse for my computer ,5
the mouse is slim and lightweight love the way that the inbuilt led light in the mouse changes its colors it is very easy to install the mouse on the laptop the day bought the mouse have been using it without charging the battery for days after surfing the mouse on amazon thought found the right mouse for my computer ,1
the product is as pictured and even works as described however it stopped working after less than week have tried to charge it using different ports and wall outlets checked the usb bluetooth connection and even disconnected and reconnected however it is still failing to work am in the process of returning and will be looking for new replacement elsewhere ,1
the product is as pictured and even works as described however it stopped working after less than week have tried to charge it using different ports and wall outlets checked the usb bluetooth connection and even disconnected and reconnected however it is still failing to work am in the process of returning and will be looking for new replacement elsewhere ,1
these units do not last and customer service is non existent unit was working fine then charged it and nothing zero sound and factory reset does nothing wrote email no response called factory support and no working telephone kind of hard to get warranty when no one is home this is the nd one to do this won be third ,1
this is great cordless mouse it is rechargeable as long as the computer is on there is place on the bottom to store the dongle if not in the computer if dropped it will come apart unfortunately it does fly in special education classroom stronger shell would be great also an extra dongle in case you lose the first one ,5
this mouse was very useful and relatively enjoyable the first week and half at two weeks it seemed to glitch the cursor would jerk and freeze so connected the mouse to the charger it was ok for couple of days but sadly succumbed to its cheapness this afternoon very cheaply made product maybe those star reviews are bought very disappointing ,1
this mouse was very useful and relatively enjoyable the first week and half at two weeks it seemed to glitch the cursor would jerk and freeze so connected the mouse to the charger it was ok for couple of days but sadly succumbed to its cheapness this afternoon very cheaply made product maybe those star reviews are bought very disappointing ,5
this product is very cheaply made purchased this mouse because my daughter liked the lighting on the side of the mouse however the wheel that controls how you scroll up and down on web page easily breaks off and you have to return it or buy another one buyer beware take it from father who has went through of them ,1
this product is very cheaply made purchased this mouse because my daughter liked the lighting on the side of the mouse however the wheel that controls how you scroll up and down on web page easily breaks off and you have to return it or buy another one buyer beware take it from father who has went through of them ,1
use it lot listening to music on social media sometimes can be little muddy in sound but that may be the audio system from the social media site otherwise very satisfied there may be larger brands out there at much cheaper prices than the jbl advertising strong bass but the tonal quality of these cheaper speakers is not that great ,5
was little disappointed that there was no way to keep the lights on longer seconds just isn long enough for me give us the option to be able to keep the lights on all the time it just looks better also the lights aren very bright other than that its nice keyboard but not sure if ill be keeping it ,1
when playing with friends they can barely hear me even when speak loudly the mic itself is very short and only come halfway down my cheek with no way to extend it non functional for online play the sound is fine the quality of the mic as whole isn great but for not bad do not buy for online play ,5
while was excited about the headset sound quality could not wear it for more than few minutes it is extremely tight as result it kept pressing on my glasses shifting them around whenever moved my head additionally it pressed tightly on my earring which became painful very quickly if you have neither glasses nor earrings guess this is good option ,1
works great and connects instantly wish the lights were bit brighter and had an option to let them stay on they turn off after minute or so ve had this for months now and some of the buttons stopped working maybe have faulty one but prior to this it was doing it job great for price but it is cheap ,5
adorable little mouse however the darn thing will be on and won do anything know to click to wake it if it in sleep mode but half the time it won be asleep and have to click like times for it to start actually working unfortunately ll have to find another mouse because this has become an irritating inconvenience ,1
adorable little mouse however the darn thing will be on and won do anything know to click to wake it if it in sleep mode but half the time it won be asleep and have to click like times for it to start actually working unfortunately ll have to find another mouse because this has become an irritating inconvenience ,5
after two months of non regular use this mouse has already stopped working properly scroll wheel has completely stopped working on it own and now feels somewhat loose when touched was good while it worked and liked the color of it but only two months of use is unacceptable when there are other similar priced options from other companies ,1
after two months of non regular use this mouse has already stopped working properly scroll wheel has completely stopped working on it own and now feels somewhat loose when touched was good while it worked and liked the color of it but only two months of use is unacceptable when there are other similar priced options from other companies ,5
as far as gaming is concerned not using it for that using it because have diabetic retinopathy and it helps with seeing the keys the brightness is perfect the battery life have not ran into problem have used it when my computer is docked and several days have gone by without charging it again so to me that great ,5
at first loved this mouse it worked great and the battery lasted long time but have bought of these now and the first one was faulty and this second one has only worked for about months and now will not connect this product would be fantastic if it worked longer that months but for the price it not terrible ,5
bought two of these one for work and one for my personal computer in two different colors mouse worked great until the roller ball in each died one after couple months one after less than two days if you can live without the roller ball then highly recommend but if you use it heavily would look at different mouse ,5
bought two of these one for work and one for my personal computer in two different colors mouse worked great until the roller ball in each died one after couple months one after less than two days if you can live without the roller ball then highly recommend but if you use it heavily would look at different mouse ,1
do not buy this mic someone who always checks reviews with this device check the questions apparently you need an adapter to use the headset in the first place which the seller does not include secondly even with the adapter most say that the mic stops working after little while even with the adapter highly recommend avoiding this product ,5
for the size of this unit and the design of the passive woofers the bass should be deeper mids and highs are clean bluetooth range is excellent maybe its because the drivers are parallel to the surface first facing upward downward have smaller the size single bluetooth speaker and it bass is excellent for its size it connects immediately ,5
great product my year old is new to gaming loves his keyboard the colors are fantastic he had great time with the included product stickers decking out his pc casing headphones etc plus the letter product literature that came with the keyboard personalizes the product you feel connection to the folks who put their tlc into the product thx ,5
honestly very surprised by the sound quality the noise cancelling would say is sometimes afraid can hear if someone calls me at home and the foam on the ear cups and the head part is really soft have longer head so these burly fit me but over all am really enjoying them now to see if they last long ,5
i am an adult with smaller head and sometimes feel like these headphones are slipping off when gaming but that is really the only complaint have tend to just use one of my beanies to keep it from slipping don like the cutesy headphones they make for smaller heads that why chose this one otherwise like these headphones alot ,5
i been cheap with my headsets but been looking for one to replace one that broke and paid lot of money for this one is really good if you play cod loek me its important to hear where the footsteps and coming from well here you go this is the best headset you will get for the reasonable price,5
i bought it in september and didn receive it not until september we are at october end it already went out not even month it started at the end of september with not keeping charge so kept cord in and charged during the day while working on it then stopped working turned off and on and just completely stopped ,1
i bought of these for my kids the one thing that attracted me most was the led lights once we noticed how it works and how short the cord is was disappointed keeping it because they still like it but now have to look for usb extension to see if that helps and could feel better about the product ,5
i bought this to play music to my daughters they enjoy to listen to their favorite songs here the sounds is of good quality and fills the entire living room in our home believe battery runs for about two days when we listen to music all day recommend it it is the perfect size to take it on trip ,1
i didn know it was possible to like mouse so much it is very comfortable and smooth the battery life is pretty long don like having to charge it because sometimes forget to plug it in and then it goes dead the battery life usually last around week as long as can remember to charge it it is fantastic ,1
i didn know it was possible to like mouse so much it is very comfortable and smooth the battery life is pretty long don like having to charge it because sometimes forget to plug it in and then it goes dead the battery life usually last around week as long as can remember to charge it it is fantastic ,5
i don consider myself an audiophile by any means but know what like connectivity with my sony nw was snap and the sound quality was quite surprise it was rich full sound and did not detect any distortion played everything from bocelli through journey bon jovi jason aldean and queen it all sounded great to me love this speaker ,5
i had solid green back lit keyboard that stopped working wanted another solid color but could not find one so bought this one that has multi color back light have to say like it better also the keys feel much more substantial and it has an on off switch that like as well works from decent distance also recommend ,5
i have been using this mouse for weeks now and have no complaints it goes to sleep on its own and comes back on easily with click no delays or problems connecting to bluetooth do wish had way to know what the battery life was but just hook it up every days and it hasn died on me yet ,1
i have been using this mouse for weeks now and have no complaints it goes to sleep on its own and comes back on easily with click no delays or problems connecting to bluetooth do wish had way to know what the battery life was but just hook it up every days and it hasn died on me yet ,5
i have logitech keyboard that use with no problem with my other mouse but when plug this mouse in the keyboard stops working the dongle is also hard to remove from the back of the mouse had to get something small to pry it out little space for your finger to grab it more easily would have been nice ,5
i have purchased many gaming headphones for my sons these are the first that not only work but work extremely well they were also the easiest to set up the sound quality is great and guessing that they have fabulous noise cancellation capabilities as my sons seem to not be able to hear me when they re wearing them ,5
i initially got this keyboard for my wife and all the work she was doing but her laptop keyboard had gone out this keyboard was so awesome and user friendly love the key impact love the light up nature and liked it so much that purchased one for myself for work it solid keyboard for the money great value ,1
i like the adjustable backlighting the way the keys feel and how quiet they are most of all like the klim technical support had trouble coordinating the chroma keyboard with the blaze mouse because of interference klim responded very quickly and their very first suggestion worked appreciate quality products and just as importantly prompt friendly and effective technical support ,5
i like this mouse because of the leds and the color but the usb converter that it comes with is not reliable had to use different one in order for the mouse to be usable have also noticed sometimes lag in clicks so wouldn suggest this for gaming or something where you need to be super responsive and precise,1
i like this mouse because of the leds and the color but the usb converter that it comes with is not reliable had to use different one in order for the mouse to be usable have also noticed sometimes lag in clicks so wouldn suggest this for gaming or something where you need to be super responsive and precise,5
i love this little mouse very well built and sturdy dropped it twice and nothing happened to it the colors do not fade fun lighting reliable and very long charging battery life use it almost every day and haven had to charge it in weeks ended up buying another one for my daughter and it just as well made ,5
i love this little mouse very well built and sturdy dropped it twice and nothing happened to it the colors do not fade fun lighting reliable and very long charging battery life use it almost every day and haven had to charge it in weeks ended up buying another one for my daughter and it just as well made ,1
i loved the design and cool light features but true to the old saying you get what you pay for this mouse was pretty bad it jumps and skips all over the page and you have to click the left mouse button or times before it responds to your request very frustrating to say the least not good buy ,1
i loved the design and cool light features but true to the old saying you get what you pay for this mouse was pretty bad it jumps and skips all over the page and you have to click the left mouse button or times before it responds to your request very frustrating to say the least not good buy ,1
i realized was spending more money on cheaper less effective speakers finally invested in jbl honestly don regret the cost its by far the best speaker ve ever owned bike lot and love to use hammocks at the beach always have it hanging on strap you can hear it from long distance in loud environment do it purchase it ,5
i thought these were really good at first but the same week went to burlington coat factory and found turtle beach headset for once tried those on noticed big difference these ones have lot of background noise there is an echo that doesn go away and just the quality it different would go for different brand returned this pair ,5
i ve had it for about day now and it already been big use in my life ve so far used them to play games with my close friends and it great we can here each other clearly it also good for recording audio for things like animations and twitch streams these great pair of headphones and recommend them ,5
i wanted to love this mouse the first one randomly stopped working for no reason it was past the return window so bought another one hoping it was just fluke or that did something wrong even though sure didn bought second one and that one too stopped working randomly after the return window closed won be buying this again,5
i wanted to love this mouse the first one randomly stopped working for no reason it was past the return window so bought another one hoping it was just fluke or that did something wrong even though sure didn bought second one and that one too stopped working randomly after the return window closed won be buying this again,1
is there valid customer support the website link goes to something completely different my usb plug fell apart and want to inquire about new one ve had this keyboard for about months and now cannot use it update klim responded immediately and is sending out new usb plug am impressed with the fast response and their willingness to help ,1
it says so in the info but if you re like me you go right to reviews lol have tested it with my ps fits great over my glasses ll update once use it more updatei forgot to update this before but these headphones works fine lights included they are comfortable and work with my android phone as well ,1
just ordered this as nice wireless mouse for my surface pro it works nice but when went to pull the usb out of the surface pro part of it stayed stuck in the port had to use pliers to pull it out not sure if this just tight fit or poor workmanship other than that the mouse works fine ,5
loud and clear outdoors up to away but don expect lot of bass its there but not deep the speakers are on the ends and just aren large enough to move that much air however the sq is very good love that the battery lasts hours its light weight and easy to transport great addition to our camping trips ,5
my mouse never worked charged it the first day for the recommended time when tried to use it it powered on briefly and then powered completely off thought it must not have charged completely so charged it again and again and again each time it did the same thing just threw it away never even got to use it ,5
my mouse never worked charged it the first day for the recommended time when tried to use it it powered on briefly and then powered completely off thought it must not have charged completely so charged it again and again and again each time it did the same thing just threw it away never even got to use it ,1
my order came fast and on time use this little mouse at work all the time it is lightweight and slim enough to put in my scrub pocket for travel easy to clean only thing see is that cannot tell when the battery runs low keep an extra mouse handy for those times but other than that no complaints ,5
my order came fast and on time use this little mouse at work all the time it is lightweight and slim enough to put in my scrub pocket for travel easy to clean only thing see is that cannot tell when the battery runs low keep an extra mouse handy for those times but other than that no complaints ,5
needed keyboard that was backlit but did not want just plain white use this for my desktop computer since am now working from home so can speak for gamers but for my job it been great the colors really pop and you can adjust the brightness or just turn off the color all together very happy with my purchase ,1
not great they don really fit snug on your ears no noise cancelation not very loud for gaming mic works good light is cool probably good for kids thought it was good deal on decent set but really they are just headset ill be returning them as they were not what was expecting or hoping for and don fit ,1
overall my son is very satisfied with his headphones he uses the with his nintendo switch and the sound quality is very good for the budget price these headphones go for the microphone is average so nothing special the lights look neat and they are very comfortable if you re looking for budget pair of gaming headphones would recommend ,5
overall this is great speaker it clear loud and pretty user friendly the battery seems to be pretty good at volume or less but close to the top of the volume range it really lacks in battery life when have it at charge and volume it will barely last me getting ready in the morning probably takes me minutes ,1
so definitely stars here the sould it really good they even fit my big head issue never thought had big ears but these don fit my ears right and after bit they start to hurt slightly just take min break and potty or something and then back at it played for hrs straight the first day can fault them ,5
so really like these head phones travel alot and they are useful on my switch and my phone my tv still has headphone jack so can use it there too and then gaming on the computer too it wonderful headphones need to be made like this ve fallen asleep with them on and they have not been damaged o,5
the colors are fun and different the thing did not like was that the default color is red if it is not in rainbow mode the material is okay it works at it should it is great that its rechargeable it holds charge for long time and if you forget to turn it off the sleep mode works well ,5
the colors are fun and different the thing did not like was that the default color is red if it is not in rainbow mode the material is okay it works at it should it is great that its rechargeable it holds charge for long time and if you forget to turn it off the sleep mode works well ,5
the cushion material is very uncomfortable after few minutes of wear it feels like your ears get hot quickly it seems it would have been easy to cover foam ear piece with more breathable material sound quality is great and the microphone seems to be perfect but sound quality means absolutely nothing if it is too uncomfortable to wear ,1
the headsey is very good for gaming the mic works great people on the other side have said they can hear me more clearly and can hear them more clearly with the amazing sound quality and when put it on and play something can almost always only hear whats in the headset over all would definitely buy this again ,5
the mouse itself is great works well however the roller ball on the top of the mouse broke and no longer works it has only been weeks since purchase do like that the lights have an on off function so you don need to have it lit all the time which makes it more appropriate when in work environment ,1
the mouse itself is great works well however the roller ball on the top of the mouse broke and no longer works it has only been weeks since purchase do like that the lights have an on off function so you don need to have it lit all the time which makes it more appropriate when in work environment ,5
the one currently using has been dropped number of times is currently wrapped with scotch tape wanted new one in the event the older one gives up quits on me and with this newer sleeker one it has splace for the usb connector to be stored for travel purposes on the underside of the mouse another great feature think ,5
the one currently using has been dropped number of times is currently wrapped with scotch tape wanted new one in the event the older one gives up quits on me and with this newer sleeker one it has splace for the usb connector to be stored for travel purposes on the underside of the mouse another great feature think ,5
the sound quality is pretty good could not turn up volume past about halfway without getting distortion and bass was bottoming battery is great too much mid range little large and heavy no handles or convenient way to carry like the sound of my old bose mini sound link slightly better but will not get as loud of course ,5
the support team was extremely helpful had problem with the usb connection and we got new keyboard since all other methods to make it work again we re not working therefore they gave us new keyboard and the fact that they were just so friendly understanding and helpful not to mention how fast they are is fantastic thank you ,1
these headphones are nice to look at but the microphone sucks most gamers of any level or even someone who needs to use it for zoom conferences needs decent quality mic this is not that the positive reviews must only be focused on the sound and the look just got these couple hours ago and will be returning smh,1
this keyboard is nice and works perfectly the only thing don like about it is that you don have the option to keep the lighting on especially at night or playing games end up fiddling around finding out where am on the keyboard will keep it for backup but think will be looking for something with more lighting options ,1
this keyboard was great and effective at first ve had it for about months before it started having connectivity issues the keyboard is not communicating anymore and the keystrokes are not showing up on my screen the window to return this item closed months ago so stuck with this keyboard that will be recycling be wary of this product ,5
this mouse did not work from the get go which is why am certain was not it first owner this mouse was missing the one part it needed to operate usb receiver which is customarily located securely under the unit itself the mouse was halfway in sleeve as if re stuffed back into it original packaging returning this immediately,1
this mouse did not work from the get go which is why am certain was not it first owner this mouse was missing the one part it needed to operate usb receiver which is customarily located securely under the unit itself the mouse was halfway in sleeve as if re stuffed back into it original packaging returning this immediately,1
this mouse has the quietest click of any mouse ve ever owned and it puts itself to sleep if don move it for while it magical wasn sure about the color changing light but it not overpowering or distracting ve had very long line of previous wireless mice but think this is my favorite very pleased with this purchase ,1
this mouse has the quietest click of any mouse ve ever owned and it puts itself to sleep if don move it for while it magical wasn sure about the color changing light but it not overpowering or distracting ve had very long line of previous wireless mice but think this is my favorite very pleased with this purchase ,1
this speaker is great the sound is so crystal clear we were in disbelief the first time we used it we love taking it to the beach and my fiance always takes it golfing with his friends the only thing would change is to make it lighter it is somewhat heavy and bulky wish it was thinner and lighter ,5
this was disappointing and irritating order am college student and full time manager so work lot on my laptop ordered mouse for ease of certain tasks that required right click or highlights this mouse was unusable directly out of the box charged it up and it never held charge long enough to work very disappointing and waste of time ,1
we liked this headphones the fact that they light up look amazing the only problem is that the cable that lights it up is very short so you have to be close to the console in order to connect the light it very uncomfortable cuz if you move it unpluggs other than that my son likes it very much ,5
wowwww not only did get this in four hours its fabulous highly recommend this based on other reviews took my chances update thought it was junk had it plugged into one of those usb strips bad idea they couldn keep the charge got usb plug and into the wall socket started charging super fast cancelled my return love this ,5
all around the product is bad bought it as christmas gift and the user can not speak to other people he can hear them fine the mic is turned on the settings on the console allow for chatting and he even reset the console to factory default beware of the cheap price tag as this is cheap product ,5
always loved these speakers and always will this one you re paying for more vocals than bass still maginifico only problem was my connectivity issues when first got this speaker could walk through my house with no problems now months later cant go steps literally out of range from the speaker without it skipping overall still great speaker,5
bought it after going through many water proof keyboards am clumsy so this got wet but after letting it dry completely it works again with no issues had some issues with the st one bought cause it would no longer sync with pc but talked with tech support they sent another and it has not had any issues ,1
bought this item and worked only for few weeks wanted to return it but wasn able to do so in the time frame because got hit with covid was too sick to return this item and wish we could get our money back because the item doesn even work worked for few weeks and no longer will charge ,1
bought this mouse as the color and led were quite cool would expect it to work like normal mouse but when clicking one has to click quite hard for it to work moreover there is lag when moving the cursor while using the mouse thought it was battery issue but even after charging it the same thing happened ,5
charge is perfect someone says the issues about the mono speaker but think it has higher quality than last generation cause two speakers are two close that the stereo cannot show in accurate steps so think it good idea to buy it by the way from the usa to korea only takes days the ships are so great ,1
do not use this keyboard if you are programmer and need the backslash key often typically this key is to the right of the close bracket key instead its row lower this requires you majorly change how you code you can even remap the key to something else simply because theres no other key to remap it to ,5
ergonomically find it to be too short and bit uncomfortable bought it as travel mouse so could over look that except that it barely works every time have tried to use it it eventually gets super laggy and almost impossible to use turning it off and on again fixes it but only until it starts to lag again ,1
ergonomically find it to be too short and bit uncomfortable bought it as travel mouse so could over look that except that it barely works every time have tried to use it it eventually gets super laggy and almost impossible to use turning it off and on again fixes it but only until it starts to lag again ,5
good portable speaker the only thing and imagine it happens to all portables the load is directly proportional to the level of volume you use if you use it low average lasts three days or more if you use it at full power three or four hours at most in general good sound and meets what is offered ,1
got this because figured have better luck with connectivity while playing call of duty on the ps yet can be standing close to box and barely hear the sound of it let alone enemy footsteps yes have the sound at in the game settings and the volume dial turned all the way up sending it back for refund ,1
great keyboard feels and looks good and comes with nice little note quiet and little small about inches by inches but connects quickly and holds good charge too customer service is outstanding very happy with their warranty policy and they gave me brand new keyboard when mine stopped working if you need gaming keyboard this is the one ,1
great spearker for the size of this speaker it really puts out great sound the battery life is pretty good but that depends on the volume you have it at haven tested the water proof abillity yet and hope don have to but have seen videos about it overall highly recommend this speaker it is really nice buy ,1
harmon kardon has better bass fursure and quality is better the only cool thing about jbl is the water proof im never gunna be in the water soo they got me on that just get harmon kardon onyx round bt speaker trust me on that one plus its big with not enuff bass like mon man foreal smh ,5
i always loved jbl products they have amazing sound quality for their price point when ordered it was nervous cause always like to test speakers out in store before ordering it but could this time it was gift for my partner and was definitely not disappointed the speaker isn to big and it definitely sounds amazing definitely recommend ,5
i gave it two stars because like glowing lights can you tell child of the if could give it zero stars for function would this mouse has lot of good reviews maybe mine is fluke it is however fairly horrible the charge on the battery is extraordinarily short lived and when charged it sort of sucks then too ,1
i gave it two stars because like glowing lights can you tell child of the if could give it zero stars for function would this mouse has lot of good reviews maybe mine is fluke it is however fairly horrible the charge on the battery is extraordinarily short lived and when charged it sort of sucks then too ,5
i have been having problems with my current headphones so bought these on the recommendation of another gamer and so far they have been amazing quick easy setup and then it was straight to using them have connected them to my pc my ps and have used them for just music great and clear sound across the board ,5
i have held back writing review on this mouse based on some of the comments that it would die on them or it became unreliable after while it has not been the case for me have had it for several months now and it is very reliable and maintains all of its functions intact would recommend the mouse ,1
i have held back writing review on this mouse based on some of the comments that it would die on them or it became unreliable after while it has not been the case for me have had it for several months now and it is very reliable and maintains all of its functions intact would recommend the mouse ,5
i have purchased two of this product in the past year one to replace the other on both of the the scroll button stopped working dropped the first one and understood why it stopped working the second one did not drop it just quit working after months cute and light weight but not long lasting enough for me ,1
i have purchased two of this product in the past year one to replace the other on both of the the scroll button stopped working dropped the first one and understood why it stopped working the second one did not drop it just quit working after months cute and light weight but not long lasting enough for me ,5
i liked this mouse just fine bought it to use at school with my chromebook it was fine until couple weeks ago scrolled the mouse wheel and something broke now the wheel just spins and spins and does nothing only used it few times week for meetings and such would buy better one don bother with this one ,5
i listen to music none stop all day everyday ve bought tons of different bluetooth speakers jbl is the best by far some would say they are over priced but if you can get that same sound quality and battery life plus durability out of something cheaper what the point your just robbing yourself get the good stuff,1
i love the clicky ness love the backlit lights but extremely upset that got keyboard usb plugin for bluetooth yet no cord to charge the keyboard came with it there weren any instructions just keyboard and plugin may have to return it so can set the time out setting on the lights very frustrating and waste of time ,1
i love this mouse use it on multiple devices and it uploads fast like it how sleep mode would kick in if you haven used it in while however it is easy to wake up as well like it how you can switch between solid red to rainbow colors its quite and moves smoothly did mention love it ,5
i love this mouse use it on multiple devices and it uploads fast like it how sleep mode would kick in if you haven used it in while however it is easy to wake up as well like it how you can switch between solid red to rainbow colors its quite and moves smoothly did mention love it ,1
i needed new mouse because the one had been using was so old and was unreliable this new one is so nice for such great price it fits my hand comfortably and has super quiet clicks which is super nice it charges instead of using batteries which is feature that love so excited to keep using this product ,5
i needed new mouse because the one had been using was so old and was unreliable this new one is so nice for such great price it fits my hand comfortably and has super quiet clicks which is super nice it charges instead of using batteries which is feature that love so excited to keep using this product ,1
i thought this mouse was gonna work really good and last long time based on the reviews unfortunately the charger that came with the mouse isn charging the mouse tried everything to get it to work and would not the mouse worked for few hours before dying on me not good purchase and not satisfied with their product ,1
i thought this mouse was gonna work really good and last long time based on the reviews unfortunately the charger that came with the mouse isn charging the mouse tried everything to get it to work and would not the mouse worked for few hours before dying on me not good purchase and not satisfied with their product ,5
i ve bought of these mouses when the first one broke thought it might just have been dud really liked the mouse up until that point so decided to get another one it been weeks and the same issues with both mouses the scroll button broke while the mouse does still technically work it super inconvenient and annoying ,1
i ve bought of these mouses when the first one broke thought it might just have been dud really liked the mouse up until that point so decided to get another one it been weeks and the same issues with both mouses the scroll button broke while the mouse does still technically work it super inconvenient and annoying ,1
i ve had mine for years now and the outer skin on the earmuffs is now peeling off they still sound great for how much they cost but told the mic doesn sound very good ve since switched to another mic but still use this headset and will continue to do so until the earmuffs completely fall apart ,1
